"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"AXISBANK","EQ","25-Nov-2019","        732.10","        731.95","        756.80","        730.00","        755.00","        754.75","        744.91","    6888402","          5131271236.95","     131775","    2104369","         30.55"
"AXISBANK","EQ","26-Nov-2019","        754.75","        756.80","        762.00","        744.00","        755.00","        752.25","        753.54","   14624880","         11020375185.50","     163793","    7310761","         49.99"
"AXISBANK","EQ","27-Nov-2019","        752.25","        755.00","        763.75","        748.40","        749.10","        752.90","        756.69","    8436862","          6384063956.95","     154845","    3462719","         41.04"
"AXISBANK","EQ","28-Nov-2019","        752.90","        752.30","        755.65","        745.75","        750.50","        750.60","        750.27","    9235443","          6929044432.65","     138405","    3701638","         40.08"
"AXISBANK","EQ","29-Nov-2019","        750.60","        749.90","        756.35","        736.50","        738.60","        739.05","        744.89","   12674173","          9440830186.35","     133009","    6312306","         49.80"
"AXISBANK","EQ","02-Dec-2019","        739.05","        739.25","        746.00","        737.35","        744.55","        744.30","        741.28","    8285491","          6141885081.30","     141622","    4585201","         55.34"
"AXISBANK","EQ","03-Dec-2019","        744.30","        744.95","        744.95","        730.65","        732.85","        733.40","        735.10","    5408215","          3975582034.90","     100475","    1950374","         36.06"
"AXISBANK","EQ","04-Dec-2019","        733.40","        732.85","        747.00","        729.30","        739.80","        739.85","        737.86","    8016237","          5914839282.75","     133962","    2427737","         30.29"
"AXISBANK","EQ","05-Dec-2019","        739.85","        743.00","        745.00","        725.30","        728.00","        729.25","        735.24","    8151690","          5993446773.05","     102271","    3201096","         39.27"
"AXISBANK","EQ","06-Dec-2019","        729.25","        732.80","        735.25","        715.00","        718.00","        717.60","        723.94","    7458610","          5399601679.90","      88795","    2315316","         31.04"
"AXISBANK","EQ","09-Dec-2019","        717.60","        713.45","        733.90","        710.00","        732.35","        732.00","        723.54","    8977174","          6495326415.80","     128084","    2993470","         33.35"
"AXISBANK","EQ","10-Dec-2019","        732.00","        731.00","        734.80","        714.00","        714.20","        715.70","        720.61","    7625748","          5495181690.20","     116431","    3780127","         49.57"
"AXISBANK","EQ","11-Dec-2019","        715.70","        711.50","        722.40","        709.05","        715.80","        716.55","        715.05","    8266375","          5910864331.85","     174218","    3205726","         38.78"
"AXISBANK","EQ","12-Dec-2019","        716.55","        719.00","        725.30","        715.15","        720.75","        722.10","        720.62","    5519774","          3977659807.55","     109971","    1850906","         33.53"
"AXISBANK","EQ","13-Dec-2019","        722.10","        725.60","        754.85","        725.00","        752.25","        752.00","        744.92","   14834140","         11050200666.30","     231803","    5208476","         35.11"
"AXISBANK","EQ","16-Dec-2019","        752.00","        752.25","        754.70","        746.20","        746.80","        747.25","        748.96","    7286003","          5456954774.70","     153642","    3019378","         41.44"
"AXISBANK","EQ","17-Dec-2019","        747.25","        747.60","        756.50","        741.35","        745.25","        745.65","        749.78","    9788065","          7338908169.45","     152088","    3796282","         38.78"
"AXISBANK","EQ","18-Dec-2019","        745.65","        745.80","        748.55","        737.60","        742.60","        741.85","        741.46","    6678420","          4951749674.35","     106742","    3014416","         45.14"
"AXISBANK","EQ","19-Dec-2019","        741.85","        743.10","        750.00","        740.65","        744.20","        742.55","        745.01","    8400708","          6258615740.60","     118348","    4705698","         56.02"
"AXISBANK","EQ","20-Dec-2019","        742.55","        744.70","        747.00","        737.30","        739.00","        739.85","        741.11","    7019925","          5202512625.95","      85490","    3692747","         52.60"
"AXISBANK","EQ","23-Dec-2019","        739.85","        736.90","        748.60","        735.00","        744.80","        743.15","        743.74","   10250382","          7623592833.10","     109855","    5811488","         56.70"
"AXISBANK","EQ","24-Dec-2019","        743.15","        744.50","        744.70","        737.80","        740.00","        740.65","        740.66","    3642916","          2698163772.75","      64957","    1184689","         32.52"
"AXISBANK","EQ","26-Dec-2019","        740.65","        737.50","        740.65","        733.90","        739.90","        736.50","        736.96","    7919368","          5836254187.55","      71584","    4069845","         51.39"
"AXISBANK","EQ","27-Dec-2019","        736.50","        739.00","        762.00","        736.30","        760.90","        760.15","        753.47","   10736285","          8089428751.15","     156492","    3325687","         30.98"
"AXISBANK","EQ","30-Dec-2019","        760.15","        760.90","        765.75","        751.05","        756.00","        754.10","        757.22","   10034206","          7598127725.30","     141431","    3654772","         36.42"
"AXISBANK","EQ","31-Dec-2019","        754.10","        753.85","        765.85","        751.40","        752.50","        754.10","        758.32","   11660781","          8842548882.75","     131248","    4311438","         36.97"
"AXISBANK","EQ","01-Jan-2020","        754.10","        754.90","        759.95","        747.20","        748.75","        748.70","        751.81","    4917748","          3697221320.00","      80824","     988375","         20.10"
"AXISBANK","EQ","02-Jan-2020","        748.70","        750.00","        759.00","        747.60","        756.00","        756.95","        753.82","    5156046","          3886739008.45","      88337","    1572942","         30.51"
"AXISBANK","EQ","03-Jan-2020","        756.95","        753.15","        756.25","        740.50","        742.40","        742.95","        746.33","    8489729","          6336165102.45","     139161","    3834757","         45.17"
"AXISBANK","EQ","06-Jan-2020","        742.95","        739.45","        739.60","        721.70","        722.00","        723.25","        728.66","    6356198","          4631502050.60","     117943","    2157855","         33.95"
"AXISBANK","EQ","07-Jan-2020","        723.25","        728.00","        738.00","        721.05","        726.95","        725.75","        728.40","    9103360","          6630906924.00","     123724","    2595354","         28.51"
"AXISBANK","EQ","08-Jan-2020","        725.75","        715.25","        725.75","        709.10","        723.50","        724.50","        719.43","    8973215","          6455643808.55","     139364","    2228579","         24.84"
"AXISBANK","EQ","09-Jan-2020","        724.50","        733.55","        745.00","        731.00","        740.80","        742.85","        740.73","    7559853","          5599831301.40","      92453","    3069651","         40.60"
"AXISBANK","EQ","10-Jan-2020","        742.85","        743.00","        751.80","        734.80","        739.50","        740.05","        742.36","    8550490","          6347553264.65","     108489","    3281100","         38.37"
"AXISBANK","EQ","13-Jan-2020","        740.05","        740.00","        746.75","        735.35","        737.80","        737.40","        740.28","    6423758","          4755349709.00","      91988","    2693541","         41.93"
"AXISBANK","EQ","14-Jan-2020","        737.40","        740.00","        751.40","        734.20","        746.05","        747.90","        742.83","    7237665","          5376379490.10","     140321","    3010798","         41.60"
"AXISBANK","EQ","15-Jan-2020","        747.90","        747.05","        749.00","        738.00","        745.25","        746.30","        742.81","    7911661","          5876864173.40","     121234","    3813166","         48.20"
"AXISBANK","EQ","16-Jan-2020","        746.30","        746.50","        750.40","        735.10","        737.40","        737.30","        741.20","    6487613","          4808640439.55","      83509","    2181756","         33.63"
"AXISBANK","EQ","17-Jan-2020","        737.30","        734.85","        742.45","        730.85","        737.70","        739.90","        738.36","    7678864","          5669734244.95","     117330","    3270942","         42.60"
"AXISBANK","EQ","20-Jan-2020","        739.90","        742.95","        746.20","        725.00","        727.10","        727.20","        732.55","   10677371","          7821698419.45","     115171","    5483317","         51.35"
"AXISBANK","EQ","21-Jan-2020","        727.20","        726.35","        729.60","        716.05","        717.45","        717.60","        722.46","    8242803","          5955091235.05","     104303","    2591331","         31.44"
"AXISBANK","EQ","22-Jan-2020","        717.60","        717.00","        722.75","        706.60","        709.30","        712.60","        712.36","   13321307","          9489538485.70","     164845","    5397469","         40.52"
"AXISBANK","EQ","23-Jan-2020","        712.60","        725.05","        737.55","        719.40","        723.90","        723.00","        727.22","   20643257","         15012124232.90","     254963","    6571333","         31.83"
"AXISBANK","EQ","24-Jan-2020","        723.00","        723.40","        741.70","        720.40","        739.00","        737.40","        732.15","    9541490","          6985818241.45","     116304","    2443824","         25.61"
"AXISBANK","EQ","27-Jan-2020","        737.40","        732.45","        748.45","        731.00","        738.70","        740.25","        741.74","    9170435","          6802080553.35","     131972","    3482697","         37.98"
